,delta_speed,delta_speed,delta_speed,delta_speed,stride_scaling_response_v1,stride_scaling_response_v1,stride_scaling_response_v1,stride_scaling_response_v1,cadence_scaling_response_v1,cadence_scaling_response_v1,cadence_scaling_response_v1,cadence_scaling_response_v1
,count,mean,std,median,count,mean,std,median,count,mean,std,median
clinical_cohort,,,,,,,,,,,,
control,63,0.3130057142857143,0.1784406307676471,0.28391999999999995,63,0.5038691564760424,0.18229222644233373,0.49872000450108345,63,56.26472785720584,25.46274054122972,46.766790291190894
pd,63,0.36428603174603175,0.16795184499500082,0.3687100000000001,63,0.5205040898536045,0.16990078268233325,0.5342167721518989,63,50.19005027315657,20.459762955226573,44.69387755102043
,6,0.32131499999999996,0.14201071787016645,0.3096699999999999,6,0.7350862112301475,0.265382193532584,0.7444264873001684,6,54.606861418766535,13.90141047118345,52.75122303376823
