repetition,level,baseline_mae,baseline_rmse,baseline_spearman_rho,baseline_pearson_r,baseline_calibration_slope,baseline_calibration_intercept,extended_mae,extended_rmse,extended_spearman_rho,extended_pearson_r,extended_calibration_slope,extended_calibration_intercept,delta_mae,delta_rmse,delta_spearman_rho,delta_pearson_r,delta_calibration_slope,delta_calibration_intercept
80,participant,0.5218856914934745,0.6840981905641162,0.197450079972812,0.1457961444732276,0.3033833007876862,0.7506050582647243,0.5298251464188074,0.6847788701500092,0.2427593725178928,0.171214542535231,0.3285998419082468,0.7269661412033168,0.0079394549253328,0.0006806795858929,0.0453092925450807,0.0254183980620033,0.0252165411205606,-0.0236389170614075
81,participant,0.5315301747200188,0.6603645401660337,0.2068014547281226,0.2204821418092405,0.4658864917720212,0.5663011460237983,0.538579569701263,0.6674296190536706,0.2570904267094679,0.267363453374651,0.4493747499218878,0.5800800893906566,0.0070493949812441,0.0070650788876368,0.0502889719813452,0.0468813115654105,-0.0165117418501333,0.0137789433668582
82,participant,0.5203180858825783,0.6510532082194873,0.2884160845585269,0.2685471902455951,0.5225584210543602,0.5165935703475338,0.5104342453214314,0.6211731075025261,0.3479985280459239,0.3733816225293425,0.6550255519015418,0.3664668802684125,-0.0098838405611468,-0.0298801007169612,0.0595824434873969,0.1048344322837473,0.1324671308471815,-0.1501266900791212
83,participant,0.5051361898065432,0.6445207982752176,0.3266901323186527,0.2851892476008553,0.5683955053526121,0.4467253683743034,0.495567920269386,0.6239151139207033,0.3605924847597322,0.3822956181068873,0.6357720754022766,0.3624003663015023,-0.0095682695371571,-0.0206056843545142,0.0339023524410795,0.0971063705060319,0.0673765700496645,-0.084325002072801
84,participant,0.5047654086998354,0.6331530287576765,0.306395043453412,0.3061933964911868,0.6459334514178222,0.3786931040753704,0.490219097208985,0.6066743755361083,0.363892969967489,0.405763267438484,0.7327389479740407,0.2759915219877518,-0.0145463114908504,-0.0264786532215682,0.0574979265140769,0.0995698709472971,0.0868054965562185,-0.1027015820876185
85,participant,0.4877958005437714,0.6222910875003252,0.3689595042776418,0.3356501969447999,0.7315988443671646,0.2970075819380125,0.4943736789695374,0.6232682762941959,0.3906732227497252,0.3545849490122698,0.668227175665554,0.3659489532197021,0.006577878425766,0.0009771887938706,0.0217137184720834,0.0189347520674699,-0.0633716687016106,0.0689413712816896
86,participant,0.48125693695664,0.6203044621992522,0.3256189222073632,0.3399681980055792,0.7522709061379252,0.2667886937769781,0.4815947806479742,0.605151656096446,0.3999377426311475,0.3983542450114115,0.7840786547534588,0.2240854855579938,0.0003378436913342,-0.0151528061028062,0.0743188204237842,0.0583860470058323,0.0318077486155335,-0.0427032082189842
87,participant,0.5162930572425899,0.6466688807389581,0.2749246274812058,0.2582967785822849,0.5600625975672955,0.4683084998729873,0.5061881909536683,0.6364185541067232,0.350546271013315,0.3245236417047913,0.5985810786093424,0.4157472488169886,-0.0101048662889215,-0.0102503266322349,0.0756216435321092,0.0662268631225064,0.0385184810420469,-0.0525612510559987
88,participant,0.5205287388422137,0.6647894622500183,0.2760247892171247,0.2039023661515567,0.4328456678081152,0.6070975884907713,0.5225104085853451,0.6571897979190923,0.2982306853079087,0.2532053053919894,0.4885021653600733,0.5447520866497402,0.0019816697431314,-0.007599664330926,0.0222058960907839,0.0493029392404326,0.055656497551958,-0.0623455018410311
89,participant,0.4821012396092589,0.6225279204075828,0.3619532111173162,0.3369802403636567,0.7260633383722216,0.2826461305847461,0.4834045345602825,0.606149029353193,0.4358377571716588,0.4025562708994841,0.757572309120577,0.2400933945472602,0.0013032949510236,-0.0163788910543897,0.0738845460543425,0.0655760305358274,0.0315089707483554,-0.0425527360374859
90,participant,0.4768301953925408,0.6115317105183302,0.3420634449968878,0.3662137069394052,0.8269074915562293,0.1860242346900018,0.4818833499320928,0.6209140084868957,0.3806849122525668,0.3626705826689922,0.675875000276238,0.3510422661506739,0.005053154539552,0.0093822979685654,0.038621467255679,-0.0035431242704129,-0.1510324912799913,0.1650180314606721
91,participant,0.4999465204726961,0.6357406609615274,0.320002307029251,0.2987506873115546,0.6297382226190616,0.4098247357960994,0.4859361225189975,0.6044876367077799,0.3851724140701307,0.4044814250877743,0.7652460292551523,0.2551583237999499,-0.0140103979536985,-0.0312530242537474,0.0651701070408797,0.1057307377762197,0.1355078066360906,-0.1546664119961494
92,participant,0.5228985795056873,0.6787433543381248,0.2146183933780727,0.1560265835433277,0.3326594910820731,0.7173885849994789,0.5239389393746985,0.6764634523977052,0.2736797076221396,0.206168693049209,0.3846609035393784,0.6595857434168114,0.0010403598690111,-0.0022799019404196,0.0590613142440669,0.0501421095058813,0.0520014124573053,-0.0578028415826674
93,participant,0.4870145100991955,0.6352722033717887,0.3400368312728266,0.2990817495821246,0.6398664676080861,0.4073591675256551,0.477244219286404,0.6063198973655359,0.4212171867337893,0.3931805409183067,0.7869531580739473,0.2380828205385994,-0.0097702908127914,-0.0289523060062527,0.0811803554609626,0.094098791336182,0.1470866904658612,-0.1692763469870557
94,participant,0.4821585247002604,0.6263778744563289,0.3586237742849301,0.3267337092424668,0.6935292185250884,0.341518489393653,0.4720572907418396,0.6010262838250444,0.3878649151606691,0.4272448563478761,0.732115321065841,0.2832068970302505,-0.0101012339584207,-0.0253515906312844,0.0292411408757389,0.1005111471054092,0.0385861025407525,-0.0583115923634024
95,participant,0.5171454481784548,0.645106422792041,0.2864763257083542,0.2689844981722812,0.5670098154137315,0.4741309469905682,0.529031721780373,0.6630140837165358,0.2781382578150742,0.2487423350558006,0.4586426537830238,0.5910052112211533,0.0118862736019182,0.0179076609244948,-0.00833806789328,-0.0202421631164806,-0.1083671616307077,0.1168742642305851
96,participant,0.495374684912802,0.6414218017928041,0.3029498001225081,0.2683193444232556,0.6040069401214849,0.4236015287364204,0.4873114744162963,0.6286691035689175,0.3614899851232451,0.3340332016429759,0.6493008865022288,0.3711368774838639,-0.0080632104965056,-0.0127526982238865,0.0585401850007369,0.0657138572197202,0.0452939463807439,-0.0524646512525565
97,participant,0.5584657046405707,0.697821187729892,0.1105083512105899,0.1249009391690811,0.243434278196587,0.8163189725826305,0.5541270726473563,0.6859005933079476,0.1948154821315326,0.1937923742207438,0.3459486558272732,0.7075501902687369,-0.0043386319932143,-0.0119205944219443,0.0843071309209426,0.0688914350516626,0.1025143776306861,-0.1087687823138936
98,participant,0.481557961595756,0.6244673629504501,0.319220613164256,0.3238110718341934,0.7343075504908915,0.2932906937490873,0.4858918397545225,0.6135317745543775,0.3982006451533808,0.3756406490806763,0.7339749334520476,0.2841267704367027,0.0043338781587665,-0.0109355883960726,0.0789800319891248,0.0518295772464829,-0.0003326170388439,-0.0091639233123846
99,participant,0.5147625136332071,0.6582826986900079,0.2844497119842931,0.2403198210822357,0.4808938938964139,0.5687555851172589,0.5143473339383094,0.6366283892078184,0.3180335965544487,0.3326788740522756,0.5855319124702539,0.4491169261518014,-0.0004151796948976,-0.0216543094821894,0.0335838845701556,0.0923590529700398,0.10463801857384,-0.1196386589654575
100,participant,0.4969910034421109,0.6301919413112508,0.3407027186393039,0.3156522972591936,0.6651207974854398,0.3563747576959725,0.4934069055577313,0.6119454364620344,0.3947264501978475,0.3942461667849567,0.7043853673397324,0.3048524381247582,-0.0035840978843795,-0.0182465048492164,0.0540237315585436,0.0785938695257631,0.0392645698542926,-0.0515223195712142
