repetition,level,baseline_mae,baseline_rmse,baseline_spearman_rho,baseline_pearson_r,baseline_calibration_slope,baseline_calibration_intercept,extended_mae,extended_rmse,extended_spearman_rho,extended_pearson_r,extended_calibration_slope,extended_calibration_intercept,delta_mae,delta_rmse,delta_spearman_rho,delta_pearson_r,delta_calibration_slope,delta_calibration_intercept
50,participant,0.478013024249098,0.6075266015163807,0.3656300674452556,0.383646127066279,0.8169937815345216,0.1904820163873055,0.4707857856338196,0.5851592148609623,0.4156295231803064,0.4559843915696868,0.859317669028577,0.1388603756434121,-0.0072272386152784,-0.0223673866554183,0.0499994557350507,0.0723382645034078,0.0423238874940553,-0.0516216407438933
51,participant,0.5185658328533689,0.6593523197403115,0.2631123646323923,0.2274041267257691,0.4716130376184269,0.575778484976189,0.5061930880448019,0.6241569928612228,0.3332042478602777,0.3486791306351071,0.6692304159801628,0.3589906035163225,-0.0123727448085669,-0.0351953268790886,0.0700918832278854,0.1212750039093379,0.1976173783617358,-0.2167878814598664
52,participant,0.4759946571732285,0.6075556701307203,0.3785424920299879,0.3878583177357761,0.7902933928028744,0.2175048860034777,0.4839845720058626,0.623153891626761,0.3939737079574819,0.3822135105811289,0.6288917499159372,0.3924400856659958,0.007989914832634,0.0155982214960407,0.0154312159274939,-0.0056448071546472,-0.1614016428869371,0.174935199662518
53,participant,0.4817166752734725,0.6206328813695253,0.3576394190475289,0.3341541635510804,0.7892611710372159,0.2070085433357925,0.4845822432462764,0.6198284094068467,0.3788030566516529,0.3622469638552387,0.6973942921159093,0.3060812206009415,0.0028655679728039,-0.0008044719626786,0.0211636376041239,0.0280928003041582,-0.0918668789213066,0.099072677265149
54,participant,0.523340137299217,0.6525814147343444,0.2522555053963506,0.2481717124517542,0.5191144254657455,0.5066335169820327,0.5413561117095138,0.6706476326006875,0.2562218779705845,0.2445036344107746,0.4284485986405882,0.6055569198902472,0.0180159744102967,0.0180662178663431,0.0039663725742338,-0.0036680780409796,-0.0906658268251572,0.0989234029082144
55,participant,0.5156927005552175,0.6627835480996187,0.3189890001672204,0.2407939222733887,0.4578891218019473,0.5777639715131982,0.523073451771553,0.6620717441943282,0.33882086303839,0.2684159334387562,0.46786906194844,0.5671378084945647,0.0073807512163354,-0.0007118039052904,0.0198318628711695,0.0276220111653675,0.0099799401464926,-0.0106261630186335
56,participant,0.4918192512424606,0.632545890283097,0.3451033655829794,0.2951595614193908,0.6775640252583224,0.3439843329597203,0.4948419146301225,0.6313780143408549,0.3803664443816429,0.3266497046256262,0.6336212508661142,0.3888061666566249,0.0030226633876618,-0.0011678759422421,0.0352630787986635,0.0314901432062353,-0.0439427743922081,0.0448218336969046
57,participant,0.5001460696959139,0.6367824033593512,0.3199154521553626,0.2951778390984939,0.625135211585597,0.4183335825794023,0.4940695500045221,0.6182959845803382,0.3622427273636107,0.3731164516486864,0.6826613526474875,0.3505768455471098,-0.0060765196913918,-0.018486418779013,0.042327275208248,0.0779386125501925,0.0575261410618904,-0.0677567370322925
58,participant,0.4904517362940261,0.6346555747092755,0.3433373164805833,0.2981283822945507,0.6420230169865723,0.392652336583605,0.4920509740791184,0.6334120430890132,0.4017037917335436,0.3349756844734141,0.6063213803356473,0.4202423574704459,0.0015992377850922,-0.0012435316202622,0.0583664752529602,0.0368473021788633,-0.0357016366509249,0.0275900208868408
59,participant,0.4732095059348682,0.6077638285240284,0.3768053945522213,0.3814651114563828,0.8259807796749438,0.1822596841156484,0.4740181478231406,0.5982425866665644,0.4494739723721272,0.4218425447549431,0.8023741536695957,0.1935761718833671,0.0008086418882723,-0.009521241857464,0.0726685778199059,0.0403774332985602,-0.023606626005348,0.0113164877677187
60,participant,0.4945209666060542,0.6241366058081135,0.3099560932828337,0.3342741127439851,0.7052185627631375,0.3106706020671404,0.4766365295270914,0.5893227557914675,0.3834063649677346,0.4495968775388573,0.8209570708091228,0.168721583476277,-0.0178844370789628,-0.0348138500166459,0.0734502716849008,0.1153227647948722,0.1157385080459852,-0.1419490185908633
61,participant,0.5085511745406289,0.6391999360515955,0.3194811777859209,0.2808860021691168,0.6134361552343628,0.418489581186779,0.508677809766566,0.6326327979626739,0.3586237742849301,0.3260416008650646,0.6219743394836187,0.4080369395140606,0.000126635225937,-0.0065671380889216,0.0391425964990092,0.0451555986959477,0.0085381842492558,-0.0104526416727183
62,participant,0.4998200310842253,0.6450135232218771,0.2836969697439275,0.265781137348387,0.5697776105415113,0.4702782414892218,0.4946866787690368,0.6282874825228025,0.3530071591068178,0.3350311921766135,0.6505704767952271,0.3743530956611454,-0.0051333523151884,-0.0167260406990745,0.0693101893628903,0.0692500548282264,0.0807928662537157,-0.0959251458280764
63,participant,0.5010771558690835,0.6361330793899885,0.3196838391583271,0.3000992929306261,0.6215876049661202,0.4093640885107295,0.4988443240352477,0.6214081314825772,0.3863883823045674,0.3591269863259499,0.6778821697883056,0.3472084819995184,-0.0022328318338357,-0.0147249479074113,0.0667045431462403,0.0590276933953237,0.0562945648221854,-0.062155606511211
64,participant,0.5105431456072796,0.6497082677821311,0.2292389638159422,0.2475144334169095,0.5381574724747232,0.4947240285710391,0.5065972070501374,0.6394422789110857,0.2857235834679886,0.3126945605399961,0.5828202194915493,0.439764309157167,-0.0039459385571422,-0.0102659888710453,0.0564846196520464,0.0651801271230866,0.044662747016826,-0.054959719413872
65,participant,0.500527219263223,0.6296968211530511,0.3015311705156653,0.3085726576605408,0.6891120559002476,0.3301662974957269,0.5120568152486712,0.643815583373689,0.3088559315469149,0.3035525039725526,0.5572066391117312,0.4733786033527098,0.0115295959854482,0.0141187622206379,0.0073247610312495,-0.0050201536879881,-0.1319054167885164,0.1432123058569829
66,participant,0.5186588838214278,0.6570724359140022,0.2826836628818969,0.2458114500209509,0.4905733151421042,0.5637945594859801,0.5139919082421469,0.647745289267569,0.3578999836691939,0.3080967074873958,0.5328878549966034,0.5074872928652515,-0.0046669755792808,-0.0093271466464331,0.075216320787297,0.0622852574664448,0.0423145398544991,-0.0563072666207286
67,participant,0.4716144238825516,0.6121760310462131,0.3782819274083229,0.3668947540287807,0.8019897785197435,0.2157585820560734,0.4738302492991525,0.6160637170916415,0.4308580777353943,0.3806282849702348,0.6894160346898949,0.329070649327369,0.0022158254166008,0.0038876860454284,0.0525761503270714,0.0137335309414541,-0.1125737438298486,0.1133120672712956
68,participant,0.4913465861047484,0.6344405807896053,0.3163833539505704,0.2938804737819045,0.6535744947367361,0.3657212368534364,0.4915025018067837,0.6376970945718775,0.3519069973708989,0.317867266287745,0.5924079851974683,0.4271735622551264,0.0001559157020352,0.0032565137822722,0.0355236434203284,0.0239867925058404,-0.0611665095392678,0.0614523254016899
69,participant,0.5012289309888978,0.6467295299700293,0.2510974404111729,0.2544253695828862,0.5608466162304719,0.4719310983943814,0.5131733544732315,0.6533762923462082,0.2960014102114414,0.2804237170921091,0.5084274810884957,0.5256479161822976,0.0119444234843337,0.0066467623761788,0.0449039698002685,0.0259983475092229,-0.0524191351419762,0.0537168177879161
70,participant,0.512017906127449,0.6503085183390767,0.2586538144394579,0.2490805386345739,0.534397799821066,0.4934095970565499,0.5156468132918284,0.6526897001917384,0.3003731055304875,0.2786186275018888,0.5147730443305418,0.5103867947419031,0.0036289071643793,0.0023811818526617,0.0417192910910296,0.0295380888673149,-0.0196247554905242,0.0169771976853531
71,participant,0.4815901444049587,0.6250916086490225,0.3713335374972562,0.3348007702351573,0.6972998469250686,0.307600383166161,0.4697879750118576,0.5984541507342643,0.4326820300870493,0.4325162149220886,0.7636307142551337,0.2236895137761944,-0.011802169393101,-0.0266374579147581,0.061348492589793,0.0977154446869312,0.0663308673300651,-0.0839108693899665
72,participant,0.5259362473281414,0.6813274966360012,0.1483191729766446,0.1554608465996788,0.3230493683739445,0.7288605609980167,0.5474011043173169,0.6940859770022486,0.1834664452767903,0.176025722808877,0.3098198790397225,0.7426684768277205,0.0214648569891755,0.0127584803662473,0.0351472723001457,0.0205648762091982,-0.0132294893342219,0.0138079158297038
73,participant,0.4754115546911453,0.6145661958573283,0.3942921758284058,0.3623234398713473,0.7699924802690393,0.2474394157912553,0.4756414319270628,0.6004039123735667,0.4134002480838392,0.4234571739094804,0.7524423326687527,0.2599549361443355,0.0002298772359174,-0.0141622834837615,0.0191080722554333,0.0611337340381331,-0.0175501476002866,0.0125155203530801
74,participant,0.542076315334737,0.6909161838344403,0.119106983725535,0.1103421029535937,0.237918513255511,0.8246067389658203,0.5508629736554007,0.6937693015238388,0.1724358762929719,0.1644091698399351,0.2987705056329827,0.7555520677865889,0.0087866583206637,0.0028531176893984,0.0533288925674369,0.0540670668863414,0.0608519923774716,-0.0690546711792313
75,participant,0.5127567234837627,0.6582476589229311,0.2609988960344429,0.2036466320675951,0.4730424208313556,0.5717353457371552,0.5305968489745835,0.6693768610207802,0.2864184224590952,0.207850737181052,0.4124339498736016,0.6358075396660029,0.0178401254908208,0.011129202097849,0.0254195264246522,0.0042041051134568,-0.060608470957754,0.0640721939288476
76,participant,0.4826104920468754,0.6309068120459126,0.3401815893959739,0.3138116599525706,0.6624718644510789,0.3769972105530185,0.4977588417219045,0.639306745641617,0.3720283764883629,0.317152569282954,0.5792635169016546,0.4609737361237092,0.015148349675029,0.0083999335957044,0.031846787092389,0.0033409093303833,-0.0832083475494243,0.0839765255706906
77,participant,0.4913227168602151,0.638344144434298,0.3217104528823882,0.2937299186874328,0.6173956309623228,0.4357250701050967,0.5026356704241803,0.6413616498568779,0.3282824716732722,0.3160493674706276,0.5688505285822945,0.4798395138125035,0.0113129535639651,0.0030175054225799,0.0065720187908839,0.0223194487831948,-0.0485451023800282,0.0441144437074068
78,participant,0.4731074115962708,0.6084253155534778,0.3864752371784557,0.3771840795953228,0.8402390472189761,0.1768331195276596,0.4742275377765439,0.6163071976252237,0.421593557853972,0.4004890479669745,0.6559268635805912,0.3541407395605577,0.001120126180273,0.0078818820717458,0.0351183206755163,0.0233049683716516,-0.1843121836383849,0.1773076200328981
79,participant,0.5028319488035257,0.6469672889060092,0.2929904412499792,0.266190098525611,0.552729637888255,0.4882526102792845,0.5026454771761798,0.635332772829369,0.3373732818069178,0.3231047888883851,0.6033802943106381,0.4346752277595575,-0.0001864716273458,-0.0116345160766402,0.0443828405569385,0.0569146903627741,0.050650656422383,-0.053577382519727
