analysis,estimability_status,reason,role
proportional_odds_repeated_group_cv,NOT_ESTIMABLE,SPARSE_ORDINAL_LEVEL_BY_TASK_SITE_CELLS_PREVENT_STABLE_PARTICIPANT_GROUPED_PROPORTIONAL_ODDS_FITS,prespecified_sensitivity_not_primary
