analysis,estimability_status,transport_status,reason
eight_input_normative_external_transport,NOT_ESTIMABLE,INCOMPLETE,NO_EXTERNAL_RELEASE_WITH_DEFENSIBLE_ALL_EIGHT_INPUT_CROSSWALK_AND_HEALTHY_REFERENCE; NO_POST_HOC_CROSSWALK_CREATED
